status,course,gender,marital_status,attendance,scholarship_holder,tuition_up_to_date,debtor,displaced,international,age_at_enrollment,age_group,admission_grade,prev_qualification_grade,units_1st_sem_enrolled,units_1st_sem_approved,grade_1st_sem,units_2nd_sem_enrolled,units_2nd_sem_approved,grade_2nd_sem,approval_ratio_2nd_sem,is_dropout,dropout_risk_score
Dropout,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,27,25-29,110.0,133.1,7,0,0.0,7,0,0.0,0.0,1,0.992
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,131.4,145.0,7,7,13.44285714285714,8,7,13.771428571428572,0.875,1,0.053
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,Yes,20,17-20,126.8,141.0,8,8,14.2,8,8,14.2,1.0,0,0.001
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,118.9,118.9,7,6,13.55,7,6,13.55,0.857,0,0.056
Graduate,Management (evening),Female,Married,Evening,No,Yes,No,No,No,35,30-39,160.0,160.0,5,5,11.6,5,5,11.166666666666666,1.0,0,0.116
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,115.9,111.0,6,6,13.571428571428571,6,6,15.285714285714286,1.0,0,0.082
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,109.3,111.0,6,6,13.833333333333334,6,6,15.0,1.0,0,0.022
Dropout,Advertising & Marketing,Female,Single,Daytime,No,No,Yes,Yes,No,18,17-20,113.9,123.0,6,4,11.25,6,4,10.857142857142858,0.667,1,0.98
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,121.8,133.0,6,5,10.2,6,4,11.25,0.667,0,0.242
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,No,No,30,30-39,140.0,140.0,8,7,15.675714285714283,8,7,15.675714285714283,0.875,0,0.042
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,Yes,No,No,18,17-20,114.7,122.0,6,6,10.833333333333334,6,6,12.0,1.0,0,0.064
Enrolled,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,120.0,128.0,6,6,14.5,6,5,15.0,0.833,0,0.061
Enrolled,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,107.3,108.0,6,4,10.4,6,4,10.75,0.667,0,0.445
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,136.2,139.0,5,5,13.0,5,5,13.333333333333334,1.0,0,0.037
Graduate,Oral Hygiene,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,119.5,130.0,7,7,12.242857142857144,8,8,14.125,1.0,0,0.009
Enrolled,Basic Education,Female,Single,Daytime,No,Yes,Yes,Yes,No,21,21-24,106.0,133.1,7,7,13.0,7,6,12.5,0.857,0,0.137
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,124.1,130.0,6,6,14.166666666666666,6,6,13.428571428571429,1.0,0,0.063
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,133.2,143.0,5,4,14.25,5,4,12.5,0.8,0,0.238
Dropout,Veterinary Nursing,Female,Divorced,Daytime,No,No,No,No,No,35,30-39,110.0,110.0,5,1,12.0,5,2,10.5,0.4,1,0.98
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,Yes,21,21-24,114.8,120.0,7,4,13.25,7,5,13.82,0.714,0,0.361
Graduate,Nursing,Male,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,130.0,140.0,7,6,13.183333333333332,7,6,13.183333333333332,0.857,0,0.06
Enrolled,Communication Design,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,122.6,125.0,6,1,11.0,6,0,0.0,0.0,0,0.999
Graduate,Nursing,Male,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,133.5,134.0,7,7,11.9725,8,8,12.65125,1.0,0,0.026
Graduate,Tourism,Female,Married,Daytime,No,Yes,No,Yes,No,34,30-39,120.0,130.0,6,5,12.4,6,5,12.8,0.833,0,0.242
Enrolled,Management,Female,Married,Daytime,No,Yes,No,No,No,33,30-39,120.0,120.0,8,5,12.6,7,5,11.25,0.714,0,0.532
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,22,21-24,137.3,142.0,7,6,13.9,7,6,13.9,0.857,0,0.046
Enrolled,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,123.5,127.0,6,4,11.5,6,3,11.0,0.5,0,0.598
Enrolled,Management,Female,Married,Daytime,No,Yes,No,No,No,35,30-39,131.8,140.0,5,4,14.2,5,4,11.857142857142858,0.8,0,0.403
Dropout,Management,Female,Married,Daytime,No,No,No,Yes,No,39,30-39,130.0,140.0,5,3,10.666666666666666,5,3,10.666666666666666,0.6,1,0.967
Dropout,Nursing,Female,Single,Daytime,No,No,No,Yes,No,19,17-20,128.0,142.0,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Tourism,Female,Divorced,Daytime,Yes,Yes,No,No,No,36,30-39,95.0,120.0,6,6,11.0,6,3,11.333333333333334,0.5,0,0.287
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,116.0,124.0,8,7,13.957142857142856,8,7,13.957142857142856,0.875,0,0.032
Enrolled,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,136.7,157.0,6,4,12.5,6,3,13.666666666666666,0.5,0,0.612
Graduate,Social Service,Female,Married,Daytime,Yes,Yes,Yes,No,No,42,40+,107.5,126.6,6,6,13.333333333333334,6,6,15.285714285714286,1.0,0,0.09
Dropout,Informatics Engineering,Female,Single,Daytime,No,Yes,No,Yes,No,34,30-39,108.4,110.0,5,0,0.0,5,0,0.0,0.0,1,0.997
Enrolled,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,130.7,144.0,6,6,11.666666666666666,6,5,11.6,0.833,0,0.131
Graduate,Social Service (evening),Female,Married,Evening,No,Yes,No,No,No,33,30-39,155.9,160.0,6,6,15.714285714285714,6,6,15.5,1.0,0,0.055
Graduate,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,106.1,105.0,6,5,11.0,6,5,11.4,0.833,0,0.276
Graduate,Advertising & Marketing,Female,Single,Daytime,No,Yes,Yes,Yes,No,19,17-20,128.6,130.0,5,4,12.25,5,4,12.75,0.8,0,0.449
Dropout,Management (evening),Female,Married,Evening,No,Yes,Yes,No,No,34,30-39,140.0,140.0,10,5,12.2,9,8,12.22222222222222,0.889,1,0.92
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,145.0,138.0,5,5,13.0,5,5,14.0,1.0,0,0.05
Graduate,Social Service (evening),Female,Single,Evening,Yes,Yes,No,No,No,24,21-24,113.0,120.0,6,4,12.0,6,6,13.0,1.0,0,0.057
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,137.1,135.0,6,6,13.333333333333334,6,6,12.333333333333334,1.0,0,0.048
Enrolled,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,119.7,119.0,5,3,13.0,5,3,13.0,0.6,0,0.542
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,120.5,121.0,8,7,12.91,8,7,12.91,0.875,0,0.088
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,125.7,126.0,6,6,11.0,6,3,11.0,0.5,0,0.358
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,125.5,132.0,7,6,13.579999999999998,8,8,12.93625,1.0,0,0.023
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,124.5,128.0,6,4,12.4,6,6,12.5,1.0,0,0.107
Graduate,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,38,30-39,126.0,160.0,9,8,12.88888888888889,7,7,13.0,1.0,0,0.036
Enrolled,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,Yes,Yes,No,21,21-24,136.2,125.0,12,11,11.545454545454543,11,9,11.7,0.818,0,0.1
Enrolled,Management,Male,Single,Daytime,No,Yes,No,Yes,Yes,23,21-24,124.2,127.0,5,1,10.0,5,0,0.0,0.0,0,0.993
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,138.5,147.0,8,8,14.34125,8,8,14.34125,1.0,0,0.019
Dropout,Journalism & Communication,Female,Single,Daytime,No,No,Yes,Yes,No,18,17-20,122.3,130.0,6,6,14.142857142857142,6,5,12.0,0.833,1,0.891
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,126.0,134.0,0,0,0.0,0,0,0.0,,0,0.242
Enrolled,Agronomy,Female,Single,Daytime,No,Yes,No,Yes,No,24,21-24,135.4,140.0,6,5,11.8,6,4,11.25,0.667,0,0.57
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,No,Yes,18,17-20,146.5,151.0,6,6,13.333333333333334,6,6,14.166666666666666,1.0,0,0.001
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,121.9,132.0,6,6,14.5,6,6,12.857142857142858,1.0,0,0.087
Graduate,Management (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,130.0,130.0,10,8,12.666666666666666,10,10,13.4,1.0,0,0.04
Enrolled,Management,Female,Single,Daytime,No,Yes,Yes,No,No,19,17-20,115.2,126.0,5,1,10.0,5,2,10.0,0.4,0,0.984
Dropout,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,115.2,119.0,6,0,0.0,6,0,0.0,0.0,1,0.998
Enrolled,Tourism,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,125.1,123.0,6,4,11.0,6,4,12.5,0.667,0,0.483
Dropout,Equinculture,Female,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,108.0,106.0,5,2,12.0,5,4,11.0,0.8,1,0.756
Enrolled,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,125.9,121.0,6,4,10.0,6,2,13.5,0.333,0,0.833
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.0,138.0,7,7,14.20857142857143,8,8,15.127777777777778,1.0,0,0.026
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,113.5,118.0,7,7,14.30714285714286,8,8,15.0125,1.0,0,0.031
Enrolled,Management,Female,Married,Daytime,No,Yes,No,No,No,36,30-39,124.6,120.0,5,3,11.0,5,4,13.375,0.8,0,0.471
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,29,25-29,116.0,133.1,7,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,124.9,141.0,6,6,12.0,6,4,11.0,0.667,0,0.376
Dropout,Management,Female,Facto union,Daytime,No,No,Yes,No,No,24,21-24,140.5,180.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Agronomy,Female,Facto union,Daytime,No,No,Yes,No,No,27,25-29,179.6,180.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,116.1,115.0,6,6,13.857142857142858,6,6,14.285714285714286,1.0,0,0.032
Graduate,Animation & Multimedia Design,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,139.4,142.0,0,0,0.0,0,0,0.0,,0,0.339
Dropout,Oral Hygiene,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,129.0,135.0,7,0,0.0,7,0,0.0,0.0,1,0.999
Graduate,Advertising & Marketing,Female,Married,Daytime,Yes,Yes,No,No,No,43,40+,135.6,150.0,6,5,11.0,6,5,13.0,0.833,0,0.173
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,147.8,153.0,5,5,13.2,5,5,14.4,1.0,0,0.018
Dropout,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,138.0,153.0,6,6,13.5,6,3,15.333333333333334,0.5,1,0.206
Dropout,Management,Female,Single,Daytime,No,Yes,No,No,No,26,25-29,150.0,150.0,5,0,0.0,5,0,0.0,0.0,1,0.994
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,130.8,144.0,8,7,14.214285714285714,8,7,14.214285714285714,0.875,0,0.034
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,122.6,130.0,5,5,13.0,5,5,12.4,1.0,0,0.034
Dropout,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,119.1,125.0,6,2,12.0,6,1,10.0,0.167,1,0.99
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,27,25-29,111.8,133.1,7,0,0.0,8,0,0.0,0.0,1,1.0
Graduate,Management,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,125.0,133.0,5,5,12.8,5,5,12.6,1.0,0,0.068
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,129.9,140.0,5,4,13.6,5,4,12.2,0.8,0,0.163
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,131.1,133.0,7,7,13.971428571428572,8,8,15.75,1.0,0,0.027
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,141.4,154.0,6,6,15.0,6,6,14.857142857142858,1.0,0,0.017
Dropout,Veterinary Nursing,Female,Single,Daytime,No,No,No,No,No,32,30-39,120.0,133.1,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,23,21-24,133.4,168.0,26,26,15.07777777777778,17,17,15.023529411764704,1.0,0,0.003
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,127.3,132.0,7,6,13.383333333333333,7,6,13.383333333333333,0.857,0,0.102
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,Yes,Yes,No,20,17-20,131.8,133.1,12,12,13.25,11,10,13.090909090909092,0.909,0,0.016
Dropout,Social Service,Female,Single,Daytime,No,No,Yes,Yes,No,19,17-20,114.8,120.0,6,5,11.714285714285714,6,2,10.666666666666666,0.333,1,0.997
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,132.8,150.0,8,8,13.01125,8,8,13.01125,1.0,0,0.007
Dropout,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,21,21-24,140.0,140.0,6,3,10.666666666666666,6,4,12.0,0.667,1,0.364
Enrolled,Nursing,Female,Single,Daytime,Yes,Yes,No,No,No,20,17-20,108.3,103.0,7,0,0.0,7,0,0.0,0.0,0,0.999
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,22,21-24,150.0,150.0,6,6,13.0,6,3,12.666666666666666,0.5,0,0.505
Graduate,Management (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,160.0,160.0,5,5,12.0,5,5,11.4,1.0,0,0.049
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,131.7,131.0,6,6,12.166666666666666,6,5,13.8,0.833,0,0.089
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,112.6,114.0,7,6,11.85,8,7,13.65,0.875,0,0.106
Graduate,Management (evening),Female,Single,Evening,No,Yes,No,No,No,31,30-39,111.1,120.0,5,4,11.0,5,5,11.2,1.0,0,0.169
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,Yes,Yes,No,20,17-20,127.5,140.0,7,7,12.327777777777778,8,8,11.736,1.0,0,0.064
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,120.2,130.0,5,4,12.0,5,5,13.428571428571429,1.0,0,0.154
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,21,21-24,118.9,121.0,7,7,14.428571428571429,8,8,14.511111111111113,1.0,0,0.037
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,119.9,130.0,7,7,13.78,8,8,12.6125,1.0,0,0.033
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,127.3,141.0,7,6,13.8,7,6,13.8,0.857,0,0.062
Graduate,Basic Education,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,127.9,131.0,7,7,14.857142857142858,7,7,15.142857142857142,1.0,0,0.017
Enrolled,Journalism & Communication,Female,Divorced,Daytime,No,Yes,No,No,No,40,40+,133.0,133.1,6,5,13.0,6,5,12.6,0.833,0,0.14
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,18,17-20,114.6,117.0,6,6,12.142857142857142,6,6,13.333333333333334,1.0,0,0.021
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,144.5,151.0,6,6,15.666666666666666,6,6,14.833333333333334,1.0,0,0.058
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,125.4,131.0,7,5,12.5,8,7,12.166666666666666,0.875,0,0.241
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,No,No,19,17-20,145.0,145.0,6,6,12.833333333333334,6,6,13.166666666666666,1.0,0,0.019
Dropout,Agronomy,Female,Single,Daytime,No,No,Yes,No,No,28,25-29,138.1,135.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Communication Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,124.6,119.0,6,6,12.5,6,6,12.666666666666666,1.0,0,0.038
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.8,122.0,6,4,11.25,6,5,13.0,0.833,0,0.283
Graduate,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,140.5,155.0,7,6,15.25,7,6,15.25,0.857,0,0.087
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,124.1,123.0,5,5,14.0,5,3,12.0,0.6,0,0.117
Graduate,Social Service,Female,Single,Daytime,No,Yes,Yes,No,No,28,25-29,118.4,130.0,16,13,12.076923076923077,13,11,12.090909090909092,0.846,0,0.891
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,No,Yes,23,21-24,128.2,133.1,16,16,14.625,10,9,14.88888888888889,0.9,0,0.005
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,109.5,114.0,7,4,10.5,7,2,10.5,0.286,1,0.958
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,131.1,137.0,6,6,12.833333333333334,6,6,12.166666666666666,1.0,0,0.014
Graduate,Journalism & Communication,Female,Single,Daytime,Yes,No,Yes,No,Yes,20,17-20,137.9,161.0,6,6,12.5,6,5,11.8,0.833,0,0.222
Graduate,Animation & Multimedia Design,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,128.2,133.1,12,12,11.23076923076923,11,9,12.77777777777778,0.818,0,0.012
Dropout,Management (evening),Female,Married,Evening,No,Yes,No,No,No,27,25-29,126.5,133.1,5,2,10.5,5,0,0.0,0.0,1,0.993
Dropout,Basic Education,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,120.0,128.0,6,3,12.0,6,2,12.0,0.333,1,0.944
Graduate,Oral Hygiene,Female,Divorced,Daytime,Yes,Yes,No,No,No,37,30-39,123.0,133.1,7,7,10.985714285714286,8,8,12.3,1.0,0,0.008
Dropout,Nursing,Female,Divorced,Daytime,No,No,No,No,No,42,40+,130.0,130.0,7,5,12.62,7,3,14.166666666666666,0.429,1,0.97
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,20,17-20,141.1,147.0,7,6,13.0,8,8,14.2125,1.0,1,0.052
Dropout,Informatics Engineering,Male,Married,Daytime,No,No,No,No,No,34,30-39,140.0,140.0,5,0,0.0,5,0,0.0,0.0,1,1.0
Dropout,Informatics Engineering,Male,Single,Daytime,No,Yes,No,Yes,No,22,21-24,133.6,140.0,5,0,0.0,5,0,0.0,0.0,1,0.998
Graduate,Tourism,Male,Married,Daytime,No,Yes,No,No,No,39,30-39,123.5,133.1,6,6,13.5,6,6,13.333333333333334,1.0,0,0.077
Graduate,Nursing,Male,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,136.3,141.0,7,6,13.516666666666666,7,6,13.516666666666666,0.857,0,0.058
Graduate,Communication Design,Male,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,123.5,128.0,6,6,13.166666666666666,6,6,13.285714285714286,1.0,0,0.036
Dropout,Veterinary Nursing,Male,Married,Daytime,No,Yes,No,No,No,34,30-39,112.0,150.0,6,0,0.0,6,0,0.0,0.0,1,0.998
Graduate,Agronomy,Male,Single,Daytime,Yes,Yes,No,No,No,22,21-24,160.0,160.0,6,6,13.125,6,6,13.0,1.0,0,0.022
Dropout,Agronomy,Male,Single,Daytime,No,Yes,No,No,No,31,30-39,110.0,133.1,6,3,14.4,6,0,0.0,0.0,1,0.999
Dropout,Basic Education,Male,Single,Daytime,No,No,No,Yes,No,19,17-20,116.8,128.0,6,4,12.0,6,0,0.0,0.0,1,1.0
Dropout,Tourism,Male,Single,Daytime,No,Yes,No,No,No,19,17-20,109.5,114.0,5,0,0.0,5,0,0.0,0.0,1,0.999
Dropout,Oral Hygiene,Male,Single,Daytime,No,Yes,No,No,No,31,30-39,100.0,133.1,7,0,0.0,7,0,0.0,0.0,1,1.0
Enrolled,Management,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,117.3,126.0,5,3,10.8,5,3,10.5,0.6,0,0.762
Dropout,Advertising & Marketing,Female,Married,Daytime,No,Yes,No,No,Yes,30,30-39,130.0,133.1,6,0,0.0,6,0,0.0,0.0,1,0.995
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,137.8,129.0,7,7,16.13142857142857,8,8,15.52222222222222,1.0,0,0.022
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,136.5,140.0,7,7,14.838571428571427,8,8,14.8,1.0,0,0.011
Dropout,Management (evening),Female,Divorced,Evening,No,Yes,No,No,No,31,30-39,138.7,133.1,5,3,10.333333333333334,5,3,12.0,0.6,1,0.557
Dropout,Tourism,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,124.9,134.0,6,3,12.0,6,4,11.25,0.667,1,0.729
Dropout,Social Service (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,43,40+,140.0,133.1,6,0,0.0,5,0,0.0,0.0,1,0.992
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,122.6,132.0,6,6,13.166666666666666,6,6,14.0,1.0,0,0.031
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,129.5,131.0,8,8,13.9475,8,8,13.9475,1.0,0,0.007
Dropout,Advertising & Marketing,Female,Single,Daytime,No,Yes,No,No,No,22,21-24,155.0,133.1,5,3,11.333333333333334,5,0,0.0,0.0,1,0.988
Graduate,Social Service (evening),Female,Single,Evening,No,Yes,No,No,No,26,25-29,100.0,133.1,8,7,12.75,7,7,12.285714285714286,1.0,0,0.089
Graduate,Management,Female,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,137.6,160.0,5,5,12.6,5,5,11.25,1.0,0,0.069
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,29,25-29,120.0,120.0,8,6,12.25,8,6,12.25,0.75,1,0.229
Enrolled,Oral Hygiene,Female,Single,Daytime,No,Yes,No,No,Yes,20,17-20,114.0,114.0,7,0,0.0,7,2,11.666666666666666,0.286,0,0.517
Enrolled,Management (evening),Female,Divorced,Evening,Yes,Yes,No,No,No,38,30-39,139.0,140.0,5,5,11.0,5,5,11.4,1.0,0,0.028
Graduate,Agronomy,Female,Single,Daytime,No,Yes,No,No,No,41,40+,110.0,100.0,12,12,11.833333333333334,12,9,12.7,0.75,0,0.253
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,128.5,139.0,8,6,13.066666666666668,8,6,13.066666666666668,0.75,1,0.269
Graduate,Communication Design,Female,Single,Daytime,No,Yes,Yes,No,No,19,17-20,132.2,136.0,6,6,13.833333333333334,6,6,13.875,1.0,0,0.084
Dropout,Nursing,Female,Divorced,Daytime,No,Yes,No,No,No,43,40+,130.0,130.0,7,3,13.833333333333334,7,0,0.0,0.0,1,0.998
Graduate,Equinculture,Female,Single,Daytime,No,Yes,No,Yes,No,19,17-20,129.3,145.0,5,5,11.8,5,5,13.2,1.0,0,0.082
Enrolled,Animation & Multimedia Design,Male,Single,Daytime,Yes,Yes,No,Yes,No,19,17-20,128.2,133.1,12,12,13.333333333333334,11,10,12.818181818181818,0.909,0,0.003
Graduate,Nursing,Male,Single,Daytime,No,Yes,No,Yes,No,18,17-20,130.3,146.0,8,8,13.74625,8,8,13.74625,1.0,0,0.023
Dropout,Animation & Multimedia Design,Male,Single,Daytime,No,Yes,No,Yes,No,19,17-20,162.5,159.0,0,0,0.0,0,0,0.0,,1,0.624
Dropout,Social Service (evening),Male,Married,Evening,No,Yes,No,No,No,38,30-39,130.0,133.1,6,0,0.0,6,0,0.0,0.0,1,0.998
Dropout,Equinculture,Male,Married,Daytime,No,Yes,No,Yes,No,37,30-39,110.0,110.0,6,0,0.0,6,0,0.0,0.0,1,1.0
Graduate,Advertising & Marketing,Female,Single,Daytime,Yes,Yes,No,Yes,No,26,25-29,142.3,120.0,6,6,13.333333333333334,6,5,14.5,0.833,0,0.077
Enrolled,Social Service,Female,Single,Daytime,Yes,Yes,No,Yes,No,21,21-24,122.0,130.0,6,1,10.0,6,5,11.4,0.833,0,0.634
Graduate,Veterinary Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,153.6,158.0,6,6,15.666666666666666,6,6,15.285714285714286,1.0,0,0.02
Graduate,Basic Education,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,112.9,122.0,7,7,11.857142857142858,7,7,11.857142857142858,1.0,0,0.032
Graduate,Veterinary Nursing,Female,Single,Daytime,No,Yes,No,No,No,18,17-20,124.1,140.0,5,5,14.5,5,5,13.6,1.0,0,0.038
Graduate,Social Service,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,129.7,136.0,6,6,12.166666666666666,6,6,13.714285714285714,1.0,0,0.045
Graduate,Journalism & Communication,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,110.0,111.0,6,5,12.6,6,6,12.0,1.0,0,0.118
Enrolled,Nursing,Female,Single,Daytime,No,Yes,No,Yes,No,18,17-20,136.3,145.0,8,7,12.285714285714286,8,7,12.285714285714286,0.875,0,0.076
Graduate,Social Service,Female,Single,Daytime,Yes,Yes,Yes,No,No,19,17-20,146.0,133.1,6,6,12.666666666666666,6,6,13.0,1.0,0,0.017
Dropout,Nursing,Female,Single,Daytime,No,Yes,No,No,No,19,17-20,129.9,140.0,7,0,0.0,8,0,0.0,0.0,1,0.999
Graduate,Tourism,Female,Single,Daytime,Yes,Yes,No,Yes,No,18,17-20,140.9,140.0,6,6,12.857142857142858,6,4,13.0,0.667,0,0.142
Graduate,Nursing,Female,Married,Daytime,No,Yes,No,No,No,18,17-20,135.5,156.0,8,7,13.9,8,7,13.9,0.875,0,0.038
Graduate,Nursing,Female,Single,Daytime,Yes,Yes,No,Yes,No,20,17-20,122.0,132.0,8,7,13.817142857142857,8,7,13.817142857142857,0.875,0,0.032
